turbine_file,n_rows,n_anomalies,accuracy,precision,recall,f1,fbeta,lead_time_minutes
0_cleaned.csv,2300,2012,0.6656521739130434,0.9102310231023102,0.6853876739562624,0.7819676779132407,0.746885719443943,2560.0
10_cleaned.csv,1269,981,0.47832939322301027,0.9017632241813602,0.36493374108053006,0.5195936139332366,0.4552776600254345,2710.0
13_cleaned.csv,3583,0,0.512140664247837,0.0,1.0,0.0,0.0,
14_cleaned.csv,1901,0,0.5660178853235139,0.0,1.0,0.0,0.0,
17_cleaned.csv,2781,0,0.7504494786048184,0.0,1.0,0.0,0.0,
22_cleaned.csv,1005,1005,0.7114427860696517,1.0,0.7114427860696517,0.8313953488372093,0.7871559633027523,-50.0
24_cleaned.csv,2714,0,0.7505526897568165,0.0,1.0,0.0,0.0,
25_cleaned.csv,2423,0,0.5385885266198926,0.0,1.0,0.0,0.0,
26_cleaned.csv,1009,1009,0.3022794846382557,1.0,0.3022794846382557,0.4642313546423135,0.39388721480843736,0.0
38_cleaned.csv,2544,0,0.5106132075471698,0.0,1.0,0.0,0.0,
3_cleaned.csv,3302,0,0.6635372501514234,0.0,1.0,0.0,0.0,
40_cleaned.csv,4652,4508,0.5346087704213242,0.9863013698630136,0.5270629991126885,0.6870030359982652,0.6238949671772429,890.0
42_cleaned.csv,1007,1007,0.3912611717974181,1.0,0.3912611717974181,0.5624553890078515,0.4908637873754153,0.0
45_cleaned.csv,1440,1008,0.41875,0.6535008976660682,0.3611111111111111,0.46517571884984027,0.4244073066459386,4320.0
51_cleaned.csv,2393,0,0.6284997910572503,0.0,1.0,0.0,0.0,
68_cleaned.csv,2014,2014,0.43197616683217477,1.0,0.43197616683217477,0.6033287101248266,0.5328705594120049,0.0
69_cleaned.csv,2593,0,0.6521403779406093,0.0,1.0,0.0,0.0,
71_cleaned.csv,2449,0,0.7158023683135973,0.0,1.0,0.0,0.0,
72_cleaned.csv,1441,1009,0.42886884108258155,0.6962025316455697,0.3270564915758176,0.445043830074174,0.3972712680577849,4070.0
73_cleaned.csv,1441,1009,0.6280360860513532,0.7054735013032146,0.8047571853320119,0.7518518518518519,0.7686967497633324,4300.0
84_cleaned.csv,1293,1005,0.419953596287703,0.8260869565217391,0.32139303482587067,0.46275071633237824,0.4035818408996251,2880.0
92_cleaned.csv,1774,0,0.593010146561443,0.0,1.0,0.0,0.0,
