turbine_file,n_rows,n_anomalies,accuracy,precision,recall,f1,fbeta,lead_time_minutes
0_cleaned.csv,2300,2012,0.7017391304347826,0.8918439716312057,0.75,0.8147948164146869,0.7919874037788663,2640.0
10_cleaned.csv,1269,981,0.4940898345153664,0.8568421052631578,0.4148827726809378,0.5590659340659341,0.5010258514567091,2770.0
13_cleaned.csv,3583,0,0.41836449902316497,0.0,1.0,0.0,0.0,
14_cleaned.csv,1901,0,0.4529195160441873,0.0,1.0,0.0,0.0,
17_cleaned.csv,2781,0,0.6519237684286228,0.0,1.0,0.0,0.0,
22_cleaned.csv,1005,1005,0.8029850746268656,1.0,0.8029850746268656,0.890728476821192,0.8594249201277956,0.0
24_cleaned.csv,2714,0,0.676123802505527,0.0,1.0,0.0,0.0,
25_cleaned.csv,2423,0,0.4585224927775485,0.0,1.0,0.0,0.0,
26_cleaned.csv,1009,1009,0.40336967294350845,1.0,0.40336967294350845,0.5748587570621468,0.5035051546391752,0.0
38_cleaned.csv,2544,0,0.44457547169811323,0.0,1.0,0.0,0.0,
3_cleaned.csv,3302,0,0.5690490611750454,0.0,1.0,0.0,0.0,
40_cleaned.csv,4652,4508,0.630481513327601,0.9806963116166839,0.6311002661934338,0.7679848832501013,0.716203742552656,900.0
42_cleaned.csv,1007,1007,0.5143992055610725,1.0,0.5143992055610725,0.6793442622950819,0.6137440758293838,0.0
45_cleaned.csv,1440,1008,0.5347222222222222,0.7166666666666667,0.5545634920634921,0.6252796420581656,0.5997854077253219,4320.0
51_cleaned.csv,2393,0,0.5369828666945257,0.0,1.0,0.0,0.0,
68_cleaned.csv,2014,2014,0.5431976166832175,1.0,0.5431976166832175,0.703989703989704,0.6407653260445139,0.0
69_cleaned.csv,2593,0,0.563054377169302,0.0,1.0,0.0,0.0,
71_cleaned.csv,2449,0,0.5945283789301756,0.0,1.0,0.0,0.0,
72_cleaned.csv,1441,1009,0.45176960444136016,0.6840336134453782,0.40336967294350845,0.5074812967581047,0.4672789896670494,4080.0
73_cleaned.csv,1441,1009,0.6349757113115891,0.6949152542372882,0.8533201189296333,0.7660142348754448,0.7930610991710163,4310.0
84_cleaned.csv,1293,1005,0.4833720030935808,0.8246628131021194,0.42587064676616915,0.5616797900262467,0.5077105575326216,2880.0
92_cleaned.csv,1774,0,0.4503945885005637,0.0,1.0,0.0,0.0,
