turbine_file,n_rows,n_anomalies,accuracy,precision,recall,f1,fbeta,lead_time_minutes
0_cleaned.csv,2300,2012,0.6121739130434782,0.924886191198786,0.6058648111332008,0.7321321321321321,0.6845750655185323,2530.0
10_cleaned.csv,1269,981,0.42868400315208827,0.9183006535947712,0.28644240570846075,0.4366744366744367,0.3716931216931217,2640.0
13_cleaned.csv,3583,0,0.6207089031537818,0.0,1.0,0.0,0.0,
14_cleaned.csv,1901,0,0.6922672277748554,0.0,1.0,0.0,0.0,
17_cleaned.csv,2781,0,0.8374685364976627,0.0,1.0,0.0,0.0,
22_cleaned.csv,1005,1005,0.5930348258706468,1.0,0.5930348258706468,0.7445346658338539,0.6861089792785878,-190.0
24_cleaned.csv,2714,0,0.8253500368459837,0.0,1.0,0.0,0.0,
25_cleaned.csv,2423,0,0.6368138671068923,0.0,1.0,0.0,0.0,
26_cleaned.csv,1009,1009,0.22001982160555006,1.0,0.22001982160555006,0.3606823720552396,0.29732142857142857,0.0
38_cleaned.csv,2544,0,0.5919811320754716,0.0,1.0,0.0,0.0,
3_cleaned.csv,3302,0,0.7477286493034525,0.0,1.0,0.0,0.0,
40_cleaned.csv,4652,4508,0.3998280309544282,0.9919724770642202,0.38376220053238685,0.5534229046705055,0.48234200743494426,870.0
42_cleaned.csv,1007,1007,0.30685203574975173,1.0,0.30685203574975173,0.4696048632218845,0.3990529487731381,0.0
45_cleaned.csv,1440,1008,0.28680555555555554,0.4671280276816609,0.13392857142857142,0.2081727062451812,0.175704989154013,4320.0
51_cleaned.csv,2393,0,0.7287923109068115,0.0,1.0,0.0,0.0,
68_cleaned.csv,2014,2014,0.3128103277060576,1.0,0.3128103277060576,0.47655068078668683,0.4057535422928295,0.0
69_cleaned.csv,2593,0,0.7400694176629387,0.0,1.0,0.0,0.0,
71_cleaned.csv,2449,0,0.824009799918334,0.0,1.0,0.0,0.0,
72_cleaned.csv,1441,1009,0.3927827897293546,0.6892655367231638,0.24182358771060455,0.35803374908290536,0.30860033726812813,4000.0
73_cleaned.csv,1441,1009,0.5836224843858432,0.7018756169792695,0.7046580773042617,0.7032640949554896,0.7037281425272188,4290.0
84_cleaned.csv,1293,1005,0.39211136890951276,0.8981818181818182,0.24577114427860697,0.3859375,0.32428884026258203,2880.0
92_cleaned.csv,1774,0,0.7220969560315671,0.0,1.0,0.0,0.0,
