turbine_file,n_rows,n_anomalies,accuracy,precision,recall,f1,fbeta,lead_time_minutes
0_cleaned.csv,2300,2012,0.53,0.9306197964847364,0.5,0.6505011315874556,0.5911851126346719,2500.0
10_cleaned.csv,1269,981,0.375886524822695,0.9237668161434978,0.20998980632008155,0.34219269102990035,0.282837528604119,2620.0
13_cleaned.csv,3583,0,0.7490929388780352,0.0,1.0,0.0,0.0,
14_cleaned.csv,1901,0,0.814308258811152,0.0,1.0,0.0,0.0,
17_cleaned.csv,2781,0,0.8989572096368212,0.0,1.0,0.0,0.0,
22_cleaned.csv,1005,1005,0.3920398009950249,1.0,0.3920398009950249,0.5632594710507506,0.49168053244592347,-210.0
24_cleaned.csv,2714,0,0.893515106853353,0.0,1.0,0.0,0.0,
25_cleaned.csv,2423,0,0.7730086669418077,0.0,1.0,0.0,0.0,
26_cleaned.csv,1009,1009,0.12091179385530228,1.0,0.12091179385530228,0.21573828470380194,0.17102803738317757,0.0
38_cleaned.csv,2544,0,0.6843553459119497,0.0,1.0,0.0,0.0,
3_cleaned.csv,3302,0,0.8394912174439734,0.0,1.0,0.0,0.0,
40_cleaned.csv,4652,4508,0.2510748065348237,0.9980544747081712,0.22759538598047915,0.3706647398843931,0.3064516129032258,850.0
42_cleaned.csv,1007,1007,0.22542204568023833,1.0,0.22542204568023833,0.3679092382495948,0.3038821954484605,0.0
45_cleaned.csv,1440,1008,0.2701388888888889,0.3812154696132597,0.06845238095238096,0.11606391925988226,0.09421939007737824,3160.0
51_cleaned.csv,2393,0,0.8232344337651484,0.0,1.0,0.0,0.0,
68_cleaned.csv,2014,2014,0.21052631578947367,1.0,0.21052631578947367,0.34782608695652173,0.2857142857142857,-220.0
69_cleaned.csv,2593,0,0.82684149633629,0.0,1.0,0.0,0.0,
71_cleaned.csv,2449,0,0.911800734993875,0.0,1.0,0.0,0.0,
72_cleaned.csv,1441,1009,0.34836918806384454,0.6666666666666666,0.13875123885034688,0.22969647251845776,0.18850987432675043,3990.0
73_cleaned.csv,1441,1009,0.508674531575295,0.6893081761006289,0.5431119920713577,0.6075388026607539,0.5844294347671525,4280.0
84_cleaned.csv,1293,1005,0.33410672853828305,0.9137931034482759,0.1582089552238806,0.2697201017811705,0.21840659340659338,2880.0
92_cleaned.csv,1774,0,0.8675310033821871,0.0,1.0,0.0,0.0,
